id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
54649,I,0.9,0.675,0.225,5.1312595,2.84912475,1.09145575,1.871067,7
54650,I,1.125,0.875,0.275,13.494362,6.25106475,2.438057,3.8271825,11
54651,F,1.425,1.1375,0.3625,25.741346,8.0796075,5.17378375,7.7961125,13
54652,I,0.9125,0.65,0.2125,5.556502,2.551455,1.1056305,1.5592225,6
54653,F,1.475,1.1875,0.4125,30.900955,13.53688625,6.13766675,8.50485,10
54654,I,0.6,0.4375,0.1625,1.54504775,0.83631025,0.396893,0.56699,6
54655,I,1.3,1.025,0.3125,19.83047525,6.3219385,3.7137845,7.654365,16
54656,M,1.475,1.1625,0.375,29.97959625,12.8990225,5.6415505,7.93786,10
54657,I,1.25,0.9625,0.3125,15.989118,6.7755305,3.50116325,4.6776675,9
54658,I,1.075,0.85,0.25,10.2341695,4.55009475,1.8427175,3.33106625,7
54659,M,1.2625,0.975,0.3125,16.40018575,7.04485075,3.6570855,4.53592,9
54660,I,1.2625,0.9625,0.3625,18.6823205,7.66853975,4.57844425,4.6776675,13
54661,M,1.7625,1.375,0.4125,41.7588135,16.159215,11.38232425,16.556108,11
54662,I,0.925,0.7,0.225,6.53455975,2.84912475,1.31825175,2.19708625,7
54663,F,1.425,1.125,0.3625,27.14251375,12.28950825,5.82582225,8.3631025,11
54664,F,1.375,1.0625,0.375,24.42309425,7.93786,4.5075705,8.0796075,19
54665,M,1.4,1.1,0.375,24.50814275,9.90815025,4.01145425,8.1363065,12
54666,M,1.4,1.1,0.3875,24.5790165,9.70970375,5.6982495,7.654365,12
54667,I,0.7,0.5125,0.1375,2.8632995,1.17650425,0.4819415,0.94970825,5
54668,F,1.375,1.0625,0.325,18.58309725,8.561549,3.92640575,5.953395,14
54669,M,1.5625,1.2,0.4375,34.5013415,15.989118,7.47009325,9.922325,12
54670,F,1.2625,0.9625,0.4,17.98775775,6.47786075,4.2240755,6.3786375,11
54671,F,1.3375,1.05,0.3875,21.92833825,8.3631025,5.1312595,7.5126175,10
54672,F,1.5625,1.15,0.45,35.13920525,15.762322,6.76135575,10.77281,12
54673,M,1.5125,1.1875,0.4125,35.81959325,14.6566915,9.525432,8.9300925,11
54674,I,1.2125,0.9125,0.3125,16.386011,7.087375,3.72795925,4.6776675,9
54675,F,1.5,1.1875,0.4125,31.51046925,13.380964,6.08096775,8.334753,10
54676,I,1.1125,0.875,0.2875,12.54465375,5.65572525,2.14038725,3.572037,8
54677,I,0.925,0.725,0.2125,7.95203475,3.2601925,1.77184375,1.984465,6
54678,M,1.275,1.0,0.325,18.71067,7.92368525,4.252425,5.10291,9
54679,F,1.2875,1.0,0.3125,19.43358225,9.6671795,4.57844425,4.6776675,7
54680,I,0.925,0.6875,0.25,6.9456275,2.93417325,1.43164975,2.1262125,7
54681,I,1.2625,0.95,0.325,18.370476,8.4198015,4.0539785,4.9611625,8
54682,M,1.225,0.975,0.325,15.35125425,6.73300625,2.891649,4.3941725,7
54683,I,1.275,0.9875,0.3,16.37183625,7.78193775,3.98310475,4.53592,9
54684,M,1.4,1.125,0.4125,29.15746075,12.85649825,7.1724235,7.7961125,10
54685,I,1.2375,0.9375,0.275,14.004653,5.9817445,3.04757125,4.37999775,8
54686,F,1.5875,1.25,0.4875,41.673765,15.09610875,11.5382465,11.52407175,11
54687,I,1.0875,0.8,0.275,10.02154825,4.479221,2.22543575,2.9766975,8
54688,M,1.1625,0.9125,0.3,14.75591475,6.860579,3.40194,4.53592,11
54689,F,1.3,1.025,0.35,18.86659225,8.0796075,4.2240755,5.046211,8
54690,F,1.5125,1.2375,0.375,32.16250775,14.968536,7.200773,8.17883075,9
54691,I,1.1875,0.925,0.3125,15.9607685,7.030676,3.005047,4.9611625,8
54692,I,0.5875,0.4375,0.1375,1.99863975,0.94970825,0.29766975,0.56699,4
54693,F,1.725,1.35,0.45,47.230267,19.71707725,10.16329575,14.5999925,19
54694,M,0.9625,0.725,0.275,8.40562675,3.86970675,1.7860185,2.4097075,9
54695,F,1.425,1.1125,0.375,24.79163775,11.8217415,5.14543425,7.7961125,9
54696,I,1.25,0.95,0.325,18.8524175,8.34892775,4.15320175,5.386405,8
54697,F,1.6125,1.2625,0.475,40.49726075,18.1153305,10.20582,10.0640725,9
54698,M,1.175,0.9375,0.3,14.628342,5.10291,3.35941575,4.3941725,8
54699,F,1.3,1.0125,0.375,28.02348075,12.1619355,5.273007,7.087375,10
54700,M,0.95,0.75,0.2,7.257472,2.4097075,1.45999925,2.16873675,7
54701,M,1.4375,1.125,0.3125,21.72989175,9.28446125,5.329706,5.726599,8
54702,M,1.675,1.3125,0.4375,44.4236665,20.00057225,10.6877615,10.0640725,11
54703,I,0.8,0.6,0.2125,5.556502,2.19708625,0.963883,1.417475,5
54704,M,1.175,0.8875,0.2875,13.11164375,5.74077375,3.52951275,3.8271825,11
54705,M,1.75,1.375,0.45,49.32813,19.6462035,11.12717875,13.324265,13
54706,F,1.3625,1.025,0.3125,23.40251225,8.8733935,4.649318,7.7961125,15
54707,I,0.875,0.6625,0.2,5.6699,2.551455,1.190679,1.70097,13
54708,M,1.5625,1.2125,0.4,34.62891425,16.499409,6.64795775,8.3631025,9
54709,F,1.6375,1.3,0.425,39.81687275,17.0097,9.015141,9.17106325,10
54710,F,1.6875,1.3875,0.4375,44.238626,18.24290325,10.56018875,14.458245,12
54711,I,0.6625,0.5125,0.1875,2.438057,0.86465975,0.5386405,0.850485,7
54712,I,0.9875,0.7375,0.25,8.88756825,3.72795925,2.3530085,2.53728025,6
54713,M,0.8125,0.675,0.1875,4.3941725,1.70097,0.850485,1.417475,9
54714,I,1.275,0.9375,0.3,15.80484625,7.41339425,3.38776525,4.32329875,7
54715,I,0.5875,0.4375,0.1375,1.6159215,0.737087,0.35436875,0.56699,5
54716,I,0.7375,0.5625,0.1875,3.67126025,1.247378,0.77961125,0.9922325,5
54717,F,1.4625,1.125,0.4375,26.308336,10.50348975,6.22271525,8.06543275,12
54718,F,1.575,1.2375,0.425,35.62114675,14.92601175,7.654365,10.0640725,10
54719,I,1.0875,0.8375,0.275,10.942907,4.97533725,2.50893075,3.1467945,7
54720,F,1.375,1.0625,0.3625,24.5790165,10.149121,6.27941425,6.80388,8
54721,F,1.0875,0.85,0.2625,11.04213025,6.02426875,2.3530085,3.3735905,7
54722,M,1.7,1.25,0.4375,41.23434775,16.51358375,9.9506745,10.602713,10
54723,M,0.575,0.3625,0.125,1.5025235,0.7654365,0.46776675,0.4252425,5
54724,I,1.5875,1.25,0.45,42.2124055,20.2698925,9.76640275,10.24834425,11
54725,F,1.7,1.3625,0.425,46.67745175,24.53649225,10.24834425,11.4815475,9
54726,M,1.375,1.0625,0.375,24.777463,11.679994,5.40057975,6.80388,10
54727,F,1.4,1.1,0.4,26.20911275,11.66581925,7.18659825,7.37087,9
54728,M,1.275,0.925,0.2875,16.85377775,10.95708175,3.07592075,4.195726,7
54729,F,1.1875,0.95,0.3375,19.09338825,9.241937,3.95475525,4.819415,9
54730,F,1.2,1.0,0.2875,15.77649675,7.6260155,3.8838815,4.819415,9
54731,I,0.85,0.6375,0.2,5.31553125,2.2963095,1.190679,1.644271,7
54732,I,0.675,0.475,0.2,2.2963095,0.75126175,0.55281525,0.850485,8
54733,I,1.1125,0.8375,0.275,13.324265,6.67630725,3.10427025,3.21766825,7
54734,F,1.575,1.25,0.475,37.23706825,14.8834875,8.731646,11.623295,14
54735,F,1.1375,0.875,0.325,13.73533275,5.54232725,2.778251,3.8271825,9
54736,I,1.0125,0.8125,0.275,8.17883075,3.798833,1.80019325,2.4097075,7
54737,F,1.4125,1.1125,0.3875,27.68328675,12.71475075,5.40057975,8.50485,11
54738,M,1.3375,1.075,0.3125,20.3265915,9.82310175,4.3941725,7.7961125,9
54739,I,1.2,0.9375,0.3125,15.7339725,6.13766675,2.8066005,4.252425,11
54740,I,1.025,0.775,0.2375,8.15048125,3.515338,1.8994165,2.9766975,8
54741,F,1.575,1.175,0.375,32.19085725,15.2803805,6.59125875,7.93786,10
54742,M,1.4375,1.1125,0.375,27.8675585,12.3887315,5.726599,7.2291225,9
54743,I,1.175,0.8875,0.2625,14.911837,7.07320025,3.33106625,3.96893,7
54744,I,0.6875,0.5,0.1625,2.608154,1.0489315,0.56699,0.850485,6
54745,M,1.475,1.175,0.4125,31.127751,13.2959155,6.30776375,8.9300925,10
54746,I,1.35,1.025,0.3375,19.97222275,7.55514175,4.86193925,6.0384435,9
54747,M,1.5875,1.2,0.4625,36.78347625,17.08057375,7.6827145,9.7805775,12
54748,F,1.4375,1.1,0.4,24.62154075,9.42620875,4.57844425,7.654365,13
54749,F,1.3375,1.0125,0.375,22.12678475,8.34892775,4.8477645,6.0951425,11
54750,F,1.3375,1.125,0.4125,22.509503,8.77417025,4.01145425,7.93786,16
54751,M,1.6875,1.3375,0.4375,48.477645,24.7491135,11.43902325,11.056305,9
54752,M,1.4625,1.1875,0.4,27.76833525,7.540967,6.2652395,8.50485,12
54753,I,0.9,0.65,0.225,5.71242425,2.56562975,1.587572,2.05533875,7
54754,M,1.6375,1.25,0.5,36.18813675,14.2030995,7.9095105,10.0640725,10
54755,F,1.35,1.025,0.375,20.25571775,9.4970825,3.92640575,5.88252125,9
54756,I,0.675,0.5375,0.175,3.67126025,1.54504775,0.80796075,1.13398,6
54757,M,1.225,0.9625,0.2875,13.87708025,5.499803,2.39553275,4.252425,10
54758,I,0.95,0.7,0.2125,7.144074,3.005047,1.8994165,2.02698925,7
54759,F,1.4125,1.125,0.3875,22.849697,10.149121,4.40834725,7.087375,9
54760,M,1.4875,1.1875,0.375,26.40755925,10.149121,6.08096775,7.7961125,13
54761,M,1.6375,1.3125,0.45,34.9549335,13.6928085,7.767763,10.0640725,10
54762,I,1.275,0.975,0.3,15.37960375,6.633783,3.64291075,4.876114,11
54763,I,1.1,0.7875,0.3125,12.94154675,6.973977,2.93417325,3.685435,9
54764,F,1.4,1.1125,0.35,25.8830935,12.82814875,5.76912325,7.1724235,9
54765,M,1.0125,0.7625,0.2625,10.27669375,4.43669675,1.99863975,3.5436875,8
54766,F,1.3875,1.1375,0.3875,26.2232875,10.44679075,6.78970525,7.2291225,12
54767,I,0.95,0.6875,0.25,8.51902475,3.92640575,1.7860185,2.551455,7
54768,I,0.6875,0.4875,0.1625,3.64291075,1.65844575,0.7654365,1.03475675,5
54769,I,1.0375,0.8125,0.25,7.9095105,2.9766975,0.907184,2.551455,8
54770,M,1.4875,1.1375,0.35,25.911443,11.04213025,6.30776375,7.6827145,11
54771,M,1.525,1.1875,0.3875,28.36367475,12.813974,7.144074,7.5126175,10
54772,M,1.425,1.1,0.4,24.76328825,10.0073735,5.99591925,7.7961125,14
54773,M,1.425,1.0875,0.3875,26.01066625,12.26115875,5.74077375,7.2291225,11
54774,M,1.3125,1.0125,0.3125,21.829115,9.2702865,5.11708475,5.953395,10
54775,F,1.5375,1.1875,0.4125,31.25532375,13.31009025,6.4920355,8.3631025,13
54776,F,1.55,1.2125,0.4375,34.37376875,15.0535845,7.824462,9.8372765,12
54777,I,1.325,1.075,0.4,20.8935815,9.412034,4.7910655,6.9456275,9
54778,F,1.45,1.125,0.3875,28.8314415,14.92601175,5.74077375,7.5126175,10
54779,M,0.6875,0.5125,0.2,2.608154,0.97805775,0.680388,0.850485,5
54780,F,1.275,0.975,0.3,13.097469,6.05261825,3.27436725,3.9972795,10
54781,F,1.2875,1.0125,0.3125,19.66037825,8.43397625,4.309124,5.6699,9
54782,M,1.2875,0.9875,0.3125,17.139027,8.3064035,3.96893,4.139027,8
54783,M,1.4125,1.1,0.4,29.1149365,13.380964,6.22271525,7.7961125,9
54784,I,1.3125,1.0,0.35,18.200379,8.0796075,3.2601925,4.819415,9
54785,M,1.475,1.075,0.325,21.21960075,9.48290775,3.72795925,6.23689,8
54786,M,1.5375,1.1875,0.425,29.3417325,12.94154675,7.52679225,8.9300925,11
54787,M,1.375,1.125,0.375,24.79163775,11.43902325,5.20213325,7.5126175,8
54788,F,1.6125,1.325,0.45,41.23434775,17.84601025,7.2858215,10.489315,12
54789,I,1.0875,0.8125,0.275,10.3475675,4.989512,2.4097075,2.9766975,7
54790,F,1.75,1.4,0.45,43.50230775,20.9502805,10.149121,11.90679,11
54791,I,1.25,0.9375,0.3125,16.23008875,7.41339425,3.8838815,5.2446575,9
54792,M,0.6875,0.5125,0.15,2.26796,1.020582,0.80796075,0.850485,5
54793,F,1.575,1.2375,0.4375,33.89182725,13.9763035,7.6827145,10.489315,12
54794,I,0.95,0.6875,0.2625,6.19436575,2.1262125,1.45999925,1.70097,6
54795,F,1.6375,1.2625,0.4125,36.85435,16.54193325,8.3064035,10.3475675,10
54796,F,1.7125,1.3125,0.525,48.477645,15.35125425,8.7599955,16.44271,15
54797,M,1.5,1.1875,0.4,27.0737725,12.0485375,6.27941425,8.80251975,11
54798,M,1.1,0.8125,0.25,11.80756675,5.2446575,2.45223175,3.118445,7
54799,M,1.3125,1.0,0.35,22.41027975,9.525432,4.309124,7.37087,11
54800,M,1.5375,1.1875,0.4125,28.76056775,14.74174,6.67630725,7.7961125,8
54801,M,1.5125,1.15,0.4,31.808139,14.6566915,6.463686,8.66077225,9
54802,I,1.2625,1.0125,0.3375,18.75319425,8.15048125,4.365823,5.953395,11
54803,I,1.4125,1.1125,0.3375,23.700182,8.561549,4.26659975,7.37087,17
54804,I,1.35,1.0625,0.35,19.901349,9.6104805,4.6209685,5.8116475,10
54805,I,0.7875,0.5875,0.2,4.09650275,1.74349425,1.06310625,1.2757275,4
54806,M,0.925,0.7125,0.2625,6.633783,2.56562975,1.65844575,2.1262125,10
54807,F,1.6125,1.25,0.45,36.95357325,16.953001,8.88756825,9.4970825,11
54808,M,1.2125,0.95,0.2625,16.782904,6.8889285,3.2601925,5.10291,12
54809,M,1.6125,1.3125,0.475,43.48172575,19.46193175,9.39785925,11.623295,14
54810,M,1.5125,1.2,0.425,31.31202275,14.458245,6.010094,7.654365,11
54811,I,1.475,1.1875,0.375,24.90503575,11.623295,6.973977,7.484268,10
54812,M,1.175,0.8875,0.275,12.6722265,4.932813,2.42388225,3.89805625,8
54813,M,1.6875,1.3375,0.4625,40.9083285,14.33067225,7.9095105,11.7650425,11
54814,M,1.25,1.0625,0.3875,20.22736825,6.7755305,3.98310475,6.30776375,9
54815,M,1.4125,1.1,0.3875,24.607366,9.42620875,6.08096775,7.654365,13
54816,M,1.95,1.375,0.4875,49.34230475,23.57260925,12.076887,12.190285,12
54817,F,1.4875,1.15,0.3875,34.37376875,16.76872925,5.8116475,9.19941275,10
54818,M,1.425,1.125,0.4,27.08794725,11.77921725,5.40057975,8.3631025,10
54819,M,1.55,1.2125,0.4125,35.4652245,14.7133905,7.0023265,10.489315,13
54820,F,1.475,1.175,0.4,28.8314415,11.226402,6.577084,10.77281,11
54821,F,1.6875,1.375,0.475,47.86813075,15.932419,10.6877615,17.0097,17
54822,M,1.55,1.2625,0.3875,39.98696975,19.5895045,9.128539,9.31281075,11
54823,M,1.7125,1.3625,0.45,47.95317925,20.2131935,10.8578585,12.2186345,11
54824,F,1.125,0.875,0.3125,12.14776075,5.5848515,2.721552,4.1106775,10
54825,I,0.8625,0.6375,0.2375,5.65572525,2.551455,1.1623295,1.5592225,5
54826,I,0.9,0.675,0.225,6.61960825,2.721552,1.6159215,2.1262125,6
54827,M,1.6875,1.3625,0.4375,50.2636635,17.1514475,11.4248485,13.1825175,15
54828,F,1.5,1.175,0.3875,28.56212125,12.54465375,6.2652395,7.93786,11
54829,F,1.4125,1.125,0.4,28.76056775,12.47378,6.010094,8.221355,13
54830,I,1.175,0.9375,0.3125,14.78426425,6.67630725,3.3735905,5.2446575,13
54831,M,1.2125,1.0125,0.2875,21.38969775,6.633783,6.18620425,7.2291225,20
54832,M,1.3125,1.0375,0.325,24.99008425,8.278054,5.54232725,7.2291225,11
54833,F,1.525,1.175,0.375,32.4601775,15.4504775,6.9456275,8.788345,8
54834,F,1.6875,1.3125,0.4375,36.3724085,15.762322,7.824462,11.0846545,9
54835,I,1.2625,0.9625,0.3125,15.77649675,7.55514175,3.1467945,4.3941725,8
54836,I,0.8,0.6125,0.2,4.252425,1.65844575,1.190679,1.2757275,7
54837,F,1.625,1.275,0.5125,46.42230625,22.01338675,11.2547515,12.2186345,11
54838,M,1.525,1.2375,0.425,29.44095575,11.736693,7.37087,9.07184,23
54839,F,1.575,1.2875,0.4625,37.874932,15.6772735,9.08601475,9.922325,11
54840,F,1.625,1.2875,0.4,39.179009,12.40290625,8.03708325,14.514944,17
54841,M,1.4875,1.1875,0.4375,30.1922175,13.79203175,7.3425205,8.0796075,9
54842,F,1.325,1.05,0.275,17.84601025,8.618248,3.6003865,5.11708475,8
54843,I,1.325,1.0125,0.325,18.653971,7.35669525,4.09650275,5.953395,8
54844,M,1.5,1.175,0.3875,31.02852775,14.628342,6.08096775,8.221355,9
54845,I,1.3,1.0,0.35,19.17843675,8.3631025,3.96893,5.03203625,9
54846,I,1.4875,1.1375,0.375,29.596878,14.685041,7.0590255,7.654365,9
54847,I,1.325,1.0,0.375,21.715717,9.128539,5.1879585,5.386405,9
54848,M,1.425,1.1625,0.3625,24.0687255,12.17611025,5.00368675,6.80388,9
54849,I,0.75,0.5,0.225,3.3168915,1.26155275,0.60951425,0.9922325,6
54850,F,1.55,1.25,0.4625,35.81959325,16.42853525,7.27164675,10.9145575,11
54851,F,1.4,1.1,0.325,24.323871,10.035723,5.40057975,6.80388,10
54852,F,1.5,1.1625,0.4125,29.3417325,10.9712565,7.314171,8.788345,10
54853,F,1.5625,1.25,0.4375,36.117263,15.30873,9.11436425,9.39785925,10
54854,I,0.775,0.5625,0.175,4.309124,1.60174675,0.89300925,1.530873,6
54855,I,1.375,1.125,0.3375,22.29688175,10.149121,4.60679375,6.3786375,9
54856,M,1.45,1.2,0.575,31.00017825,11.4248485,5.8683465,10.0640725,9
54857,F,1.4375,1.125,0.4125,24.67823975,11.1413535,4.57844425,6.3786375,14
54858,M,1.6125,1.275,0.4875,43.6298805,16.31513725,10.16329575,12.88484775,11
54859,I,1.375,1.0625,0.35,21.50309575,8.7032965,4.15320175,6.3786375,11
54860,I,1.375,1.0625,0.3125,19.674553,8.00873375,3.78465825,5.9817445,9
54861,M,1.6,1.2625,0.4375,38.5269705,14.35902175,8.29222875,11.4815475,19
54862,M,1.6,1.25,0.4625,39.22153325,20.14231975,8.8166945,10.489315,10
54863,F,1.4,1.075,0.375,26.18076325,11.963489,5.40057975,7.881161,11
54864,I,1.125,0.875,0.35,12.0485375,5.28718175,2.8066005,3.685435,8
54865,F,1.675,1.3625,0.45,45.3875495,12.2753335,8.43397625,16.159215,21
54866,M,1.475,1.1875,0.4,33.57998275,14.344847,8.8166945,9.4970825,11
54867,F,1.5,1.175,0.375,29.7386255,12.00601325,6.64795775,8.3631025,11
54868,I,1.375,1.0875,0.325,21.8007655,8.34892775,3.69960975,6.3786375,9
54869,F,1.6875,1.3125,0.4875,47.18774275,20.0430965,10.2341695,12.927372,11
54870,F,1.65,1.2875,0.4375,37.1094955,14.855138,7.89533575,11.056305,10
54871,M,1.4,1.0125,0.35,27.51318975,13.13999325,5.59902625,5.6699,9
54872,I,0.975,0.7,0.2,7.55514175,2.67902775,1.4458245,2.26796,8
54873,I,1.1,0.8625,0.25,11.8217415,4.4508715,2.381358,2.83495,7
54874,F,1.4875,1.1625,0.35,31.18445,13.324265,6.30776375,8.221355,10
54875,F,1.55,1.2,0.4375,31.56716825,13.13999325,7.4559185,10.3475675,15
54876,F,1.375,1.0625,0.35,21.55979475,8.51902475,4.63514325,5.2446575,9
54877,F,1.55,1.125,0.4,36.38658325,16.96717575,7.52679225,9.07184,11
54878,I,0.4875,0.325,0.1,0.8221355,0.3118445,0.21262125,0.283495,4
54879,F,1.55,1.2,0.4375,31.467945,14.47241975,7.257472,8.9300925,13
54880,F,1.4375,1.1125,0.35,25.8830935,12.20445975,6.25106475,7.1724235,9
54881,M,1.55,1.2125,0.3875,36.86852475,17.4349425,7.41339425,9.4970825,9
54882,I,0.6375,0.45,0.175,2.438057,0.97805775,0.510291,0.7087375,5
54883,M,1.3375,1.025,0.35,24.7491135,10.90038275,5.20213325,7.087375,10
54884,F,1.575,1.2375,0.4375,34.23202125,15.46465225,7.2858215,9.4970825,10
54885,F,1.5,1.1375,0.375,26.7902775,12.37455675,5.91087075,7.087375,11
54886,M,1.675,1.35,0.4375,42.013959,20.9502805,8.29222875,10.3475675,11
54887,M,1.5625,1.225,0.3875,31.524644,13.1825175,5.76912325,9.2135875,14
54888,M,1.45,1.175,0.3875,27.34309275,15.0535845,5.3580555,6.16601625,9
54889,M,1.1625,0.8875,0.3125,13.1258185,5.8683465,3.01922175,4.1106775,8
54890,I,1.2125,0.925,0.35,17.08057375,8.29222875,3.64291075,4.40834725,9
54891,M,1.525,1.2125,0.45,34.20367175,15.46465225,7.257472,10.0640725,13
54892,M,1.275,0.9375,0.3125,17.4349425,6.747181,4.252425,4.9611625,8
54893,I,1.1,0.85,0.35,12.927372,4.72019175,2.70737725,4.53592,11
54894,M,1.45,1.125,0.4,26.2799865,7.37087,5.8683465,9.7805775,12
54895,I,0.9125,0.675,0.2125,5.556502,2.48058125,1.020582,1.71514475,7
54896,M,1.6125,1.25,0.4125,36.55668025,16.85377775,7.38504475,9.4970825,9
54897,M,1.5875,1.2,0.3875,33.40988575,13.6928085,9.128539,9.2135875,11
54898,M,1.2625,0.95,0.3,16.25843825,7.711064,3.18931875,4.9611625,10
54899,M,1.5,1.1875,0.4,28.05183025,14.5999925,6.2652395,7.087375,11
54900,F,1.625,1.2375,0.4375,37.40716525,19.1359125,8.221355,8.50485,9
54901,F,1.65,1.35,0.4875,41.82968725,18.10115575,6.577084,12.47378,10
54902,M,1.55,1.275,0.4375,41.97143475,15.01106025,7.711064,14.8834875,19
54903,F,1.5125,1.175,0.425,33.1972645,15.478827,7.47009325,8.9300925,9
54904,F,1.3875,1.1,0.3375,24.323871,12.0485375,4.5075705,6.6621325,10
54905,I,1.325,1.0,0.3375,20.41164,8.68912175,4.422522,6.23689,9
54906,F,1.5625,1.2125,0.4,29.95124675,13.9196045,7.15824875,8.221355,10
54907,M,1.25,1.0,0.35,20.3265915,7.10154975,4.43669675,7.087375,13
54908,I,1.15,0.8875,0.275,12.94154675,5.91087075,2.22543575,3.5436875,9
54909,F,1.5,1.1875,0.4,32.4601775,16.51358375,9.56795625,8.63242275,9
54910,M,1.2375,1.0,0.3375,17.42076775,6.7755305,4.06815325,6.520385,13
54911,M,1.625,1.2375,0.4,36.5425055,17.42076775,8.901743,9.14271375,11
54912,M,1.3,1.0875,0.4875,27.5840635,8.46232575,6.05261825,10.0640725,17
54913,M,1.2125,0.9375,0.3375,16.34348675,6.78970525,3.27436725,5.5281525,12
54914,F,1.6125,1.2,0.4875,42.28327925,17.8885345,8.66077225,10.77281,9
54915,F,1.6,1.225,0.4625,45.58542375,22.15513425,8.46232575,11.1980525,11
54916,M,1.2,0.95,0.35,16.25843825,7.10154975,3.061746,4.43669675,9
54917,F,1.4375,1.175,0.4125,28.22192725,11.1413535,6.010094,10.489315,19
54918,M,1.45,1.15,0.475,30.1355185,14.5432935,7.66853975,7.44174375,12
54919,F,1.4375,1.1875,0.35,26.308336,11.169703,5.499803,7.37087,9
54920,I,1.2875,1.0,0.3375,20.184844,8.618248,4.309124,6.50621025,10
54921,M,1.675,1.275,0.5625,52.29065275,21.7440665,12.06271225,16.44271,12
54922,I,0.5125,0.3875,0.125,1.80019325,0.5953395,0.35436875,0.29766975,6
54923,I,1.3125,1.0375,0.3625,22.8213475,8.845044,4.3941725,7.087375,14
54924,I,1.65,1.3125,0.5125,48.00987825,17.08057375,11.35397475,11.90679,10
54925,M,1.575,1.2875,0.45,36.27318525,16.25843825,8.09378225,10.0640725,10
54926,I,1.075,0.8125,0.275,12.77144975,6.25106475,2.28213475,3.78465825,8
54927,M,1.4875,1.175,0.4125,27.4139665,13.08329425,6.87475375,7.767763,10
54928,M,1.4875,1.1625,0.3875,29.48348,13.8062065,6.56290925,8.3631025,13
54929,F,1.25,1.0,0.4125,25.1460065,10.489315,6.7755305,7.0590255,13
54930,M,1.4125,1.0625,0.3375,22.6796,7.3992195,4.5642695,6.6054335,17
54931,I,1.4875,1.1875,0.3875,29.97959625,10.33339275,6.67630725,8.9300925,10
54932,I,1.4375,1.2,0.4125,31.0994015,10.489315,7.484268,9.4970825,13
54933,F,1.7375,1.375,0.4375,53.4388075,25.13183175,13.60776,15.4504775,15
54934,F,1.625,1.2875,0.5625,40.9083285,19.23513575,7.1724235,13.1825175,10
54935,M,1.4875,1.1375,0.3875,27.612413,12.6722265,5.8683465,8.0796075,10
54936,M,1.55,1.3,0.4125,45.982889,19.5895045,9.31281075,13.5227115,16
54937,F,1.575,1.25,0.475,37.98833,13.13999325,7.98038425,11.3398,20
54938,M,1.525,1.15,0.425,30.03629525,12.47378,4.89028875,9.07184,10
54939,F,1.425,1.1375,0.375,27.22969475,12.82814875,5.499803,7.7961125,10
54940,F,1.275,0.9375,0.4125,21.38969775,8.0796075,4.55009475,7.087375,11
54941,I,1.125,0.875,0.3375,12.813974,5.783298,2.5231055,3.96893,7
54942,I,1.1,0.85,0.2375,12.9557215,5.71242425,2.62232875,3.5436875,8
54943,M,1.525,1.15,0.3375,28.122704,12.246984,6.30776375,6.7755305,9
54944,I,1.0375,0.8125,0.25,10.27669375,4.9611625,2.041164,4.1106775,8
54945,I,1.1875,0.875,0.35,12.88484775,5.82582225,2.90582375,3.685435,7
54946,I,1.075,0.8375,0.275,10.716111,4.9611625,1.97029025,2.96252275,8
54947,I,1.2125,0.925,0.3,14.81261375,6.73300625,3.04757125,4.1673765,7
54948,M,1.125,0.9,0.3125,12.757275,5.4147545,3.50116325,3.8271825,9
54949,M,1.4375,1.1125,0.35,29.95124675,13.04077,7.4559185,7.93786,10
54950,M,1.5125,1.2375,0.375,32.81454625,14.13222575,6.98815175,8.9300925,11
54951,F,1.175,0.8875,0.2125,12.7289255,5.62737575,4.082328,3.685435,13
54952,F,1.6875,1.325,0.4375,39.859397,13.25339125,8.00873375,10.61688775,14
54953,I,1.175,0.9,0.3,14.7133905,6.293589,2.93417325,3.86970675,8
54954,I,1.3375,1.075,0.375,16.34348675,10.19164525,4.5075705,6.3786375,8
54955,I,1.325,1.025,0.3125,17.90270925,7.01650125,3.231843,5.386405,8
54956,M,1.5375,1.2125,0.45,37.32211675,15.46465225,6.90310325,9.63883,16
54957,F,1.4875,1.2,0.4125,31.39707125,11.963489,6.90310325,8.9300925,12
54958,I,1.3,1.0625,0.4,20.638436,8.561549,5.08873525,6.6621325,14
54959,I,1.1875,0.95,0.3375,15.37960375,6.93145275,3.72795925,4.9611625,8
54960,I,0.6875,0.5125,0.1375,3.04757125,1.190679,0.396893,0.963883,5
54961,I,0.85,0.4625,0.2375,6.0384435,2.2963095,0.963883,1.984465,4
54962,M,0.825,0.6375,0.2125,6.2085405,2.7499015,1.11980525,1.8427175,7
54963,I,1.5625,1.225,0.4375,34.0477495,13.2959155,6.93145275,8.788345,11
54964,F,1.7375,1.3125,0.5375,49.5265765,20.68096025,11.4248485,14.17475,11
